fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,_class,id
8.1,0.17,0.21,1.6,0.036000000000000004,24.0,119.0,0.99396,3.18,0.52,10.1,white,5173
7.4,0.28,0.36,14.6,0.048,35.0,161.0,0.9968,3.14,0.56,10.6,white,5175
7.4,0.25,0.28,7.25,0.028,14.0,78.0,0.99238,2.94,0.37,11.5,white,5178
6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,white,5186
6.6,0.19,0.35,1.5,0.037000000000000005,37.0,107.0,0.99006,3.18,0.68,12.0,white,5189
7.2,0.16,0.29,1.0,0.031,40.0,123.0,0.98958,3.12,0.4,12.1,white,5194
6.6,0.17,0.28,1.1,0.034,55.0,108.0,0.98939,3.0,0.52,11.9,white,5195
6.6,0.39,0.38,9.7,0.053,49.0,226.0,0.99787,3.3,0.57,9.4,white,5198
7.0,0.16,0.25,14.3,0.044,27.0,149.0,0.998,2.91,0.46,9.2,white,5207
7.2,0.24,0.3,1.2,0.037000000000000005,11.0,95.0,0.98914,2.96,0.36,12.5,white,5214
6.8,0.45,0.28,26.05,0.031,27.0,122.0,1.00295,3.06,0.42,10.6,white,5222
6.4,0.38,0.2,5.3,0.117,57.0,181.0,0.99459,3.24,0.43,9.5,white,5227
6.5,0.21,0.51,17.6,0.045,34.0,125.0,0.99966,3.2,0.47,8.8,white,5231
6.6,0.3,0.25,8.0,0.036000000000000004,21.0,124.0,0.99362,3.06,0.38,10.8,white,5232
6.7,0.13,0.32,3.7,0.017,32.0,99.0,0.99348,3.12,0.44,10.0,white,5238
6.4,0.29,0.24,3.2,0.037000000000000005,31.0,95.0,0.98942,2.9,0.66,12.6,white,5246
6.3,0.32,0.17,17.75,0.06,51.0,190.0,0.99916,3.13,0.48,8.8,white,5252
6.8,0.18,0.32,7.2,0.047,17.0,109.0,0.99498,3.42,0.44,10.4,white,5253
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,white,5259
6.1,0.6,0.12,1.8,0.05,11.0,76.0,0.99268,3.42,0.48,10.4,white,5261
6.5,0.26,0.31,1.3,0.034,59.0,145.0,0.98944,3.16,0.54,12.4,white,5262
5.4,0.53,0.16,2.7,0.036000000000000004,34.0,128.0,0.98856,3.2,0.53,13.2,white,5264
5.9,0.37,0.32,1.6,0.029,41.0,102.0,0.98916,3.41,0.55,12.7,white,5268
6.2,0.21,0.18,11.6,0.044,61.0,155.0,0.99655,3.14,0.52,9.4,white,5269
7.3,0.41,0.29,1.8,0.032,26.0,74.0,0.98889,2.96,0.35,13.0,white,5271
5.4,0.3,0.3,1.2,0.029,25.0,93.0,0.98742,3.31,0.4,13.6,white,5272
5.6,0.25,0.19,2.4,0.049,42.0,166.0,0.992,3.25,0.43,10.4,white,5274
6.9,0.58,0.58,8.2,0.032,29.0,169.0,0.99275,3.28,0.44,12.2,white,5276
7.0,0.22,0.26,9.2,0.027000000000000003,37.0,122.0,0.99228,3.06,0.34,12.5,white,5280
6.8,0.31,0.3,8.0,0.028,33.0,122.0,0.99164,3.13,0.63,12.6,white,5283
7.6,0.3,0.37,1.6,0.087,27.0,177.0,0.99438,3.09,0.5,9.8,white,5285
7.0,0.22,0.26,9.2,0.027000000000000003,37.0,122.0,0.99228,3.06,0.34,12.5,white,5288
7.0,0.3,0.27,1.5,0.076,24.0,145.0,0.99344,3.1,0.52,10.1,white,5299
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,white,5303
6.7,0.34,0.43,1.6,0.041,29.0,114.0,0.99014,3.23,0.44,12.6,white,5306
7.7,0.3,0.23,2.0,0.068,28.0,138.0,0.99382,3.11,0.62,9.8,white,5320
5.7,0.265,0.28,6.9,0.036000000000000004,46.0,150.0,0.99299,3.36,0.44,10.8,white,5326
7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.99293,3.28,0.45,10.3,white,5331
6.0,0.21,0.29,13.1,0.042,28.0,125.0,0.99936,3.39,0.45,8.6,white,5333
7.4,0.27,0.28,1.8,0.04,45.0,121.0,0.99043,3.02,0.4,11.9,white,5345
6.8,0.22,0.3,10.6,0.07,67.0,194.0,0.99654,2.89,0.42,9.0,white,5346
7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.99278,2.99,0.39,11.0,white,5354
7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.99278,2.99,0.39,11.0,white,5358
7.4,0.2,0.35,6.1,0.025,10.0,40.0,0.99244,2.79,0.52,10.9,white,5361
5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.98953,3.39,0.77,13.4,white,5363
6.1,0.27,0.28,9.8,0.042,61.0,125.0,0.99532,3.14,0.42,10.2,white,5370
6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.99567,3.17,0.38,10.6,white,5371
6.9,0.33,0.31,7.7,0.04,29.0,135.0,0.99226,3.11,0.57,12.3,white,5375
6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,white,5382
5.6,0.19,0.31,2.7,0.027000000000000003,11.0,100.0,0.98964,3.46,0.4,13.2,white,5384
7.4,0.29,0.48,12.8,0.037000000000000005,61.5,182.0,0.99808,3.02,0.34,8.8,white,5385
6.6,0.26,0.52,8.2,0.047,52.0,191.0,0.99541,3.16,0.47,9.5,white,5388
6.8,0.25,0.3,11.8,0.043,53.0,133.0,0.99524,3.03,0.58,10.4,white,5391
5.5,0.24,0.45,1.7,0.046,22.0,113.0,0.99224,3.22,0.48,10.0,white,5393
6.6,0.13,0.29,13.9,0.056,33.0,95.0,0.99702,3.17,0.39,9.4,white,5395
7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,3.2,0.57,11.4,white,5398
8.1,0.2,0.3,1.3,0.036000000000000004,7.0,49.0,0.99242,2.99,0.73,10.3,white,5399
7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.99657,3.03,0.47,9.3,white,5405
5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,white,5418
7.5,0.26,0.31,1.6,0.032,36.0,109.0,0.99044,2.97,0.43,11.9,white,5441
7.5,0.34,0.28,4.0,0.028,46.0,100.0,0.98958,3.2,0.5,13.2,white,5442
6.4,0.32,0.23,16.2,0.055,36.0,176.0,0.9986,3.26,0.54,9.1,white,5444
8.2,0.31,0.43,7.0,0.047,18.0,87.0,0.99628,3.23,0.64,10.6,white,5448
5.9,0.2,0.23,1.5,0.037000000000000005,38.0,93.0,0.99021,3.36,0.49,12.0,white,5451
6.6,0.32,0.26,4.6,0.031,26.0,120.0,0.99198,3.4,0.73,12.5,white,5452
5.9,0.2,0.23,1.5,0.037000000000000005,38.0,93.0,0.99021,3.36,0.49,12.0,white,5455
7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,white,5458
6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1,white,5462
6.1,0.22,0.28,16.55,0.059,54.0,135.0,0.99665,3.2,0.38,10.5,white,5475
7.0,0.34,0.1,3.5,0.044,17.0,63.0,0.9937,3.01,0.39,9.2,white,5492
6.5,0.33,0.3,3.8,0.036000000000000004,34.0,88.0,0.99028,3.25,0.63,12.5,white,5511
8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.99249,2.95,0.39,10.1,white,5522
8.6,0.22,0.33,1.2,0.031,38.0,95.0,0.99239,2.83,0.31,10.3,white,5524
6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.99872,3.18,0.56,9.0,white,5528
6.1,0.28,0.26,1.5,0.03,25.0,101.0,0.98894,3.03,0.41,12.1,white,5529
6.9,0.22,0.28,7.8,0.05,43.0,116.0,0.99326,3.22,0.6,11.5,white,5531
8.7,0.31,0.21,5.6,0.039,28.0,67.0,0.99328,2.96,0.52,11.0,white,5532
5.7,0.23,0.25,7.95,0.042,16.0,108.0,0.99486,3.44,0.61,10.3,white,5535
8.4,0.22,0.3,1.3,0.038,45.0,122.0,0.99178,3.13,0.54,10.8,white,5552
6.3,0.33,0.2,17.9,0.066,36.0,161.0,0.9991,3.14,0.51,8.8,white,5553
7.0,0.16,0.3,2.6,0.043,34.0,90.0,0.99047,2.88,0.47,11.2,white,5554
5.4,0.24,0.18,2.3,0.05,22.0,145.0,0.99207,3.24,0.46,10.3,white,5555
5.6,0.185,0.19,7.1,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,white,5558
6.6,0.43,0.24,11.9,0.04,54.0,159.0,0.99622,3.14,0.54,9.8,white,5559
7.6,0.39,0.46,11.7,0.084,55.0,170.0,0.99773,2.91,0.51,9.0,white,5560
7.5,0.35,0.48,12.4,0.056,61.0,176.5,0.99803,2.97,0.52,8.8,white,5563
6.9,0.27,0.25,7.5,0.03,18.0,117.0,0.99116,3.09,0.38,13.0,white,5576
6.3,0.22,0.27,4.5,0.036000000000000004,81.0,157.0,0.9928,3.05,0.76,10.7,white,5580
6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,white,5584
7.3,0.23,0.41,14.6,0.048,73.0,223.0,0.99863,3.16,0.71,9.4,white,5586
6.9,0.2,0.41,1.1,0.06,36.0,104.0,0.99317,2.99,0.39,9.2,white,5590
6.1,0.25,0.48,15.8,0.052000000000000005,25.0,94.0,0.99782,3.07,0.45,9.2,white,5601
5.4,0.15,0.32,2.5,0.037000000000000005,10.0,51.0,0.98878,3.04,0.58,12.6,white,5605
6.5,0.18,0.48,18.0,0.054000000000000006,56.0,183.0,1.0003799999999998,2.98,0.61,8.5,white,5613
7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.99726,3.18,0.79,10.4,white,5622
6.4,0.26,0.26,1.1,0.052000000000000005,22.0,176.0,0.99304,3.09,0.54,9.3,white,5626
5.9,0.25,0.27,1.5,0.029,37.0,81.0,0.9892,3.2,0.46,12.2,white,5627
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,white,5642
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,white,5643
6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,white,5650
6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,white,5657
6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10.0,white,5660
5.7,0.25,0.26,12.5,0.049,52.5,120.0,0.99691,3.08,0.45,9.4,white,5674
5.8,0.23,0.21,1.5,0.044,21.0,110.0,0.99138,3.3,0.57,11.0,white,5677
6.5,0.21,0.42,1.1,0.059,33.0,101.0,0.9927,3.12,0.38,9.7,white,5686
6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.99425,3.26,0.36,10.0,white,5690
8.0,0.25,0.35,1.1,0.054000000000000006,13.0,136.0,0.99366,3.08,0.55,9.5,white,5695
6.9,0.45,0.27,4.7,0.035,17.0,80.0,0.99058,3.12,0.36,12.5,white,5703
6.9,0.3,0.45,1.4,0.039,36.0,122.0,0.99059,3.07,0.47,11.1,white,5704
5.0,0.255,0.22,2.7,0.043,46.0,153.0,0.99238,3.75,0.76,11.3,white,5708
5.5,0.21,0.25,1.2,0.04,18.0,75.0,0.99006,3.31,0.56,11.3,white,5710
6.3,0.17,0.23,5.7,0.048,44.0,147.0,0.99382,3.08,0.54,10.0,white,5724
5.9,0.65,0.23,5.0,0.035,20.0,128.0,0.99016,3.46,0.48,12.8,white,5735
6.8,0.28,0.29,11.9,0.052000000000000005,51.0,149.0,0.99544,3.02,0.58,10.4,white,5739
7.4,0.26,0.32,3.7,0.032,29.0,193.0,0.99134,3.1,0.67,12.5,white,5750
6.3,0.34,0.52,6.3,0.047,63.0,186.0,0.99481,3.18,0.44,9.6,white,5755
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,white,5756
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,white,5759
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,white,5761
6.0,0.19,0.26,1.4,0.039,30.0,104.0,0.98998,3.32,0.41,12.4,white,5767
6.9,0.35,0.39,2.4,0.048,25.0,157.0,0.99133,3.2,0.54,11.1,white,5774
6.8,0.24,0.33,3.2,0.049,68.0,161.0,0.99324,3.1,0.69,10.2,white,5775
6.2,0.3,0.3,2.5,0.041,29.0,82.0,0.99065,3.31,0.61,11.8,white,5782
7.6,0.27,0.32,1.2,0.043,23.0,72.0,0.99236,3.06,0.68,10.5,white,5785
6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.33,10.2,white,5793
6.9,0.26,0.38,10.5,0.044,33.0,139.0,0.99517,3.06,0.5,10.3,white,5803
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5,white,5814
6.0,0.19,0.29,1.2,0.046,29.0,92.0,0.99033,3.22,0.53,11.3,white,5819
6.3,0.22,0.3,2.0,0.05,23.0,120.0,0.99204,3.24,0.47,10.4,white,5833
6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,white,5834
6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,white,5835
5.7,0.28,0.36,1.8,0.041,38.0,90.0,0.99002,3.27,0.98,11.9,white,5838
7.6,0.35,0.47,13.3,0.037000000000000005,42.0,116.0,0.99822,3.04,0.5,9.2,white,5844
5.7,0.18,0.26,2.2,0.023,21.0,95.0,0.9893,3.07,0.54,12.3,white,5845
7.5,0.29,0.24,9.9,0.058,25.0,115.0,0.99567,3.15,0.46,10.9,white,5853
6.0,0.33,0.26,5.1,0.051,16.0,119.0,0.99416,3.15,0.41,9.2,white,5854
5.7,0.22,0.29,3.5,0.04,27.0,146.0,0.98999,3.17,0.36,12.1,white,5867
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,white,5871
5.6,0.18,0.29,2.3,0.04,5.0,47.0,0.99126,3.07,0.45,10.1,white,5877
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,white,5882
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,white,5883
7.0,0.2,0.33,4.7,0.03,25.0,76.0,0.99202,2.88,0.54,10.5,white,5887
6.3,0.28,0.3,6.6,0.208,60.0,154.0,0.99478,3.1,0.4,9.4,white,5898
7.4,0.16,0.33,1.2,0.042,47.0,121.0,0.99198,3.04,0.68,10.5,white,5921
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,white,5937
7.4,0.27,0.52,15.7,0.054000000000000006,36.0,139.0,0.99788,3.04,0.62,10.0333333333333,white,5940
7.1,0.2,0.35,3.2,0.034,21.0,107.0,0.99195,3.11,0.54,11.1,white,5944
7.2,0.34,0.28,10.4,0.108,43.0,187.0,0.99738,2.96,0.57,9.4,white,5948
6.3,0.19,0.33,10.1,0.063,63.0,133.0,0.99561,2.86,0.41,9.1,white,5964
6.5,0.3,0.28,11.45,0.041,29.0,109.0,0.99418,2.98,0.3,10.9,white,5967
6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.933333333333302,white,5968
6.5,0.22,0.19,4.5,0.096,16.0,115.0,0.9937,3.02,0.44,9.6,white,5969
6.0,0.32,0.32,4.8,0.041,40.0,186.0,0.99235,3.22,0.54,11.0,white,5974
5.7,0.31,0.29,7.3,0.05,33.0,143.0,0.99332,3.31,0.5,11.066666666666698,white,5979
7.0,0.24,0.26,1.7,0.041,31.0,110.0,0.99142,3.2,0.53,11.0,white,5981
6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,3.14,0.51,9.2,white,5989
6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,3.14,0.51,9.2,white,5991
6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4,white,5994
7.1,0.38,0.29,13.6,0.041,30.0,137.0,0.99461,3.02,0.96,12.1,white,6000
5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1,white,6010
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,white,6019
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,white,6022
6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.333333333333302,white,6034
6.7,0.28,0.28,4.5,0.051,14.0,92.0,0.99224,3.36,0.58,11.9,white,6035
6.1,0.21,0.19,1.4,0.046,51.0,131.0,0.99184,3.22,0.39,10.5,white,6037
5.0,0.35,0.25,7.8,0.031,24.0,116.0,0.99241,3.39,0.4,11.3,white,6044
6.6,0.38,0.29,2.9,0.035,15.0,101.0,0.98916,3.04,0.37,12.5,white,6046
7.3,0.3,0.25,2.5,0.045,32.0,122.0,0.99329,3.18,0.54,10.3,white,6047
5.9,0.22,0.18,6.4,0.041,28.0,120.0,0.99403,3.27,0.5,9.9,white,6058
6.6,0.26,0.56,15.4,0.053,32.0,141.0,0.9981,3.11,0.49,9.3,white,6064
6.3,0.25,0.27,6.6,0.054000000000000006,40.0,158.0,0.99378,3.2,0.48,10.3,white,6066
4.7,0.145,0.29,1.0,0.042,35.0,90.0,0.9908,3.76,0.49,11.3,white,6069
6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.99514,3.14,0.5,9.6,white,6076
5.9,0.22,0.45,22.6,0.12,55.0,122.0,0.99636,3.1,0.35,12.8,white,6079
6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.99514,3.14,0.5,9.6,white,6080
6.2,0.3,0.33,3.5,0.037000000000000005,37.0,155.0,0.98987,3.18,0.37,12.4,white,6081
6.7,0.31,0.33,2.0,0.033,12.0,74.0,0.99064,3.29,0.65,12.5,white,6084
6.5,0.32,0.23,8.5,0.051,20.0,138.0,0.9943,3.03,0.42,10.7,white,6103
6.1,0.27,0.32,1.1,0.034,24.0,110.0,0.9898,3.36,0.4,12.5,white,6111
6.3,0.36,0.2,2.0,0.048,48.0,191.0,0.9929,3.17,0.51,9.6,white,6120
8.3,0.18,0.37,1.2,0.049,6.0,94.0,0.9937,3.18,0.52,10.1,white,6136
6.0,0.23,0.34,1.3,0.025,23.0,111.0,0.98961,3.36,0.37,12.7,white,6140
6.5,0.2,0.31,2.1,0.033,32.0,95.0,0.989435,2.96,0.61,12.0,white,6145
6.8,0.23,0.33,1.9,0.047,20.0,101.0,0.9914,3.1,0.46,11.1,white,6149
5.7,0.28,0.3,3.9,0.026,36.0,105.0,0.98963,3.26,0.58,12.75,white,6152
5.4,0.27,0.22,4.6,0.022,29.0,107.0,0.98889,3.33,0.54,13.8,white,6159
6.0,0.26,0.26,2.2,0.035,10.0,72.0,0.989465,3.11,0.48,12.15,white,6160
5.8,0.28,0.66,9.1,0.039,26.0,159.0,0.9965,3.66,0.55,10.8,white,6164
6.2,0.2,0.32,2.8,0.05,17.0,126.0,0.9936,3.18,0.55,9.4,white,6168
5.7,0.22,0.28,1.3,0.027000000000000003,26.0,101.0,0.98948,3.35,0.38,12.5,white,6170
6.8,0.32,0.23,3.3,0.026,31.0,99.0,0.9896,3.1,0.4,12.4,white,6172
4.8,0.13,0.32,1.2,0.042,40.0,98.0,0.9898,3.42,0.64,11.8,white,6177
5.4,0.29,0.38,1.2,0.029,31.0,132.0,0.98895,3.28,0.36,12.4,white,6188
7.0,0.33,0.78,9.9,0.042,21.0,251.0,0.99435,3.01,0.55,11.0,white,6190
6.5,0.36,0.31,13.55,0.053,20.0,113.0,0.99544,3.2,0.56,11.0,white,6197
6.8,0.38,0.29,9.9,0.037000000000000005,40.0,146.0,0.99326,3.11,0.37,11.5,white,6203
6.5,0.29,0.32,3.0,0.036000000000000004,38.0,93.0,0.9906,3.16,0.59,12.0,white,6204
6.9,0.29,0.32,5.8,0.04,16.0,112.0,0.993,3.04,0.58,11.2,white,6205
5.8,0.27,0.2,7.3,0.04,42.0,145.0,0.99442,3.15,0.48,9.8,white,6212
6.4,0.4,0.25,4.2,0.032,15.0,91.0,0.98988,3.26,0.52,13.1,white,6223
8.3,0.49,0.23,6.65,0.034,6.0,158.0,0.99344,3.05,0.48,11.2,white,6224
5.6,0.24,0.34,2.0,0.041,14.0,73.0,0.98981,3.04,0.45,11.6,white,6228
5.8,0.29,0.38,10.7,0.038,49.0,136.0,0.99366,3.11,0.59,11.2,white,6233
5.8,0.345,0.15,10.8,0.033,26.0,120.0,0.99494,3.25,0.49,10.0,white,6234
6.5,0.51,0.25,1.7,0.048,39.0,177.0,0.99212,3.28,0.57,10.5666666666667,white,6235
6.6,0.26,0.36,1.2,0.035,43.0,126.0,0.99094,3.01,0.63,11.4,white,6240
5.7,0.24,0.3,1.3,0.03,25.0,98.0,0.98968,3.37,0.43,12.4,white,6241
5.6,0.695,0.06,6.8,0.042,9.0,84.0,0.99432,3.44,0.44,10.2,white,6249
6.0,0.36,0.32,1.1,0.053,26.0,173.0,0.99414,3.38,0.54,8.8,white,6291
6.8,0.3,0.33,12.8,0.041,60.0,168.0,0.99659,3.1,0.56,9.8,white,6298
5.5,0.315,0.38,2.6,0.033,10.0,69.0,0.9909,3.12,0.59,10.8,white,6315
6.7,0.15,0.32,7.9,0.034,17.0,81.0,0.99512,3.29,0.31,10.0,white,6318
6.1,0.32,0.33,10.7,0.036000000000000004,27.0,98.0,0.99521,3.34,0.52,10.2,white,6323
6.0,0.17,0.36,1.7,0.042,14.0,61.0,0.99144,3.22,0.54,10.8,white,6334
6.0,0.16,0.36,1.6,0.042,13.0,61.0,0.99143,3.22,0.54,10.8,white,6335
5.5,0.16,0.31,1.2,0.026,31.0,68.0,0.9898,3.33,0.44,11.65,white,6338
6.1,0.34,0.24,18.35,0.05,33.0,184.0,0.99943,3.12,0.61,9.3,white,6347
5.1,0.25,0.36,1.3,0.035,40.0,78.0,0.9891,3.23,0.64,12.1,white,6351
5.5,0.16,0.26,1.5,0.032,35.0,100.0,0.99076,3.43,0.77,12.0,white,6352
6.0,0.38,0.26,3.5,0.035,38.0,111.0,0.98872,3.18,0.47,13.6,white,6356
6.5,0.2,0.35,3.9,0.04,27.0,140.0,0.99102,2.98,0.53,11.8,white,6357
6.4,0.32,0.25,5.0,0.055,28.0,138.0,0.99171,3.27,0.5,12.4,white,6365
7.1,0.24,0.34,1.2,0.045,6.0,132.0,0.99132,3.16,0.46,11.2,white,6373
5.8,0.27,0.4,1.2,0.076,47.0,130.0,0.99185,3.13,0.45,10.3,white,6375
5.6,0.3,0.1,6.4,0.043,34.0,142.0,0.99382,3.14,0.48,9.8,white,6380
6.7,0.3,0.5,12.1,0.045,38.0,127.0,0.9974,3.04,0.53,8.9,white,6381
3.9,0.225,0.4,4.2,0.03,29.0,118.0,0.989,3.57,0.36,12.8,white,6386
6.0,0.32,0.3,7.3,0.174,46.0,159.0,0.99519,3.18,0.49,9.4,white,6393
6.4,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,3.17,0.55,10.7,white,6395
5.7,0.33,0.32,1.4,0.043,28.0,93.0,0.9897,3.31,0.5,12.3,white,6396
6.0,0.35,0.46,0.9,0.033,9.0,65.0,0.98934,3.24,0.35,12.1,white,6403
6.0,0.17,0.3,7.3,0.039,39.0,104.0,0.99252,2.91,0.57,11.0,white,6406
7.0,0.17,0.42,1.0,0.075,19.0,71.0,0.99103,3.32,0.62,11.4,white,6410
5.7,0.4,0.35,5.1,0.026,17.0,113.0,0.99052,3.18,0.67,12.4,white,6413
6.2,0.76,0.01,3.2,0.041,18.0,120.0,0.99026,3.2,0.94,13.7,white,6414
5.8,0.385,0.25,3.7,0.031,38.0,122.0,0.99128,3.2,0.63,11.2,white,6416
6.0,0.27,0.4,1.7,0.021,18.0,82.0,0.9891,3.24,0.95,13.1333333333333,white,6417
6.8,0.23,0.48,1.5,0.036000000000000004,35.0,165.0,0.99162,3.18,0.45,11.3,white,6421
5.8,0.29,0.27,1.6,0.062,17.0,140.0,0.99138,3.23,0.35,11.1,white,6429
5.8,0.38,0.26,1.1,0.058,20.0,140.0,0.99271,3.27,0.43,9.7,white,6430
5.9,0.32,0.26,1.5,0.057,17.0,141.0,0.9917,3.24,0.36,10.7,white,6431
5.6,0.33,0.28,1.2,0.031,33.0,97.0,0.99126,3.49,0.58,10.9,white,6432
7.0,0.36,0.35,2.5,0.048,67.0,161.0,0.99146,3.05,0.56,11.1,white,6447
6.2,0.35,0.29,3.9,0.041,22.0,79.0,0.99005,3.1,0.59,12.066666666666698,white,6453
6.0,0.43,0.34,7.6,0.045,25.0,118.0,0.99222,3.03,0.37,11.0,white,6458
5.9,0.22,0.3,1.3,0.052000000000000005,42.0,86.0,0.99069,3.31,0.47,11.55,white,6461
6.2,0.355,0.35,2.0,0.046,31.0,95.0,0.98822,3.06,0.46,13.6,white,6464
5.0,0.2,0.4,1.9,0.015,20.0,98.0,0.9897,3.37,0.55,12.05,white,6470
5.6,0.2,0.36,2.5,0.048,16.0,125.0,0.99282,3.49,0.49,10.0,white,6473
5.9,0.54,0.0,0.8,0.032,12.0,82.0,0.99286,3.25,0.36,8.8,white,6476
6.2,0.53,0.02,0.9,0.035,6.0,81.0,0.99234,3.24,0.35,9.5,white,6477
6.8,0.22,0.36,1.2,0.052000000000000005,38.0,127.0,0.9933,3.04,0.54,9.2,white,6487
6.1,0.34,0.29,2.2,0.036000000000000004,25.0,100.0,0.98938,3.06,0.44,11.8,white,6489
6.0,0.21,0.38,0.8,0.02,22.0,98.0,0.98941,3.26,0.32,11.8,white,6496
